Titulo,fecha_publicacion,Vistas,Likes,Dislikes,Comentarios
"How Much Money Does ""Chris Smooth"" Make?????",2014-08-21T22:46:35Z,40591,849,0,166
Money Problems,2014-08-20T17:40:18Z,162329,3632,0,342
Vanoss vs Speedy! Who is better? Updated.,2014-08-20T01:57:30Z,32941,979,0,258
Welcome To My Channel!,2014-08-18T00:01:52Z,54005,1364,0,170
1500,2014-08-08T18:58:18Z,187404,6286,0,1373
How Much Money Does Yogscast Make????? 2016,2014-07-13T18:37:22Z,34690,626,0,147
How Much Does WhiteBoy7thSt Make????? 2016,2014-07-11T21:52:50Z,165010,1904,0,186
"How Much Does ""Epic Rap Battles"" Make?????",2014-07-10T23:05:51Z,32929,881,0,170
How Much Money Does FaZe Make?????,2014-07-09T21:15:15Z,32941,986,0,230
"Top Youtube ""ShoutOuts""",2014-07-09T00:07:05Z,33156,1266,0,265
Youtube Dream,2014-07-08T00:17:34Z,52173,1724,0,506
In Dis Video I Play Minecraft. (Factions),2014-07-05T15:57:13Z,40520,1250,0,186
Youtube Grind,2014-06-28T21:06:46Z,67907,1961,0,189
Hacker in Ghost???? I Couldn't Kill Him.,2014-06-22T00:27:19Z,33353,1110,0,323
How Much Money Does Tmartn Make?????,2014-06-21T18:43:51Z,32930,1018,0,229
How Much Money Does FaZe Rain Make?????,2014-06-18T14:00:09Z,51589,1060,0,144
G2g Brb,2014-06-16T14:00:07Z,33613,1150,0,345
Crazy Nub Tub Reactions! Bo2 Fun!,2014-06-13T22:44:22Z,33546,1076,0,283
Fun In COD. - Insane Reactions Lol,2014-06-10T19:01:43Z,33355,1083,0,301
Minecraft Build-off Fun!!!!!,2014-06-09T12:00:07Z,50942,1500,0,200
This Kid Should Quit COD....,2014-06-02T21:37:07Z,55614,1215,0,190
Computer vs Console My Perspective.,2014-06-02T18:08:34Z,66505,1689,0,282
5 Youtubers I Think Will Be Famous...,2014-05-31T21:06:55Z,159174,4468,0,772
How Much Does PewDiePie Make????? 2016,2014-05-24T19:33:12Z,241868,4266,0,353
I Got Really Really Really Bored....,2014-05-24T16:37:13Z,32923,1040,0,246
How Much Money Does Penguinz0 Make????? 2016,2014-05-16T23:53:55Z,69428,2640,0,373
How Much Money Does CaptainSparkles Make????? 2016,2014-05-15T20:36:54Z,362637,4375,0,351
How Much Money Does Tobuscus Make?????,2014-05-14T23:06:58Z,39978,975,0,211
COD IS NOT DEAD,2014-05-08T02:19:42Z,47552,1702,0,283
Storm,2014-04-30T20:31:15Z,146487,4903,0,694
Hearthstone - All Beards Challenge!,2014-04-24T01:56:43Z,43677,1156,0,229
Youtube ad.,2014-04-20T20:26:16Z,298008,6811,0,354
Impossible,2014-04-20T01:45:45Z,52403,1909,0,333
Motivation,2014-04-17T01:22:40Z,54614,2207,0,251
1k Subs,2014-04-13T23:53:33Z,16823685,1257228,0,91627
Yup I is the best at the game.,2014-04-05T13:00:05Z,163976,3533,0,391
Should I join FaZe?????,2014-04-04T19:44:52Z,519884,12037,0,1481
"Youtube Networks Requirerments. (Machinima, TGN, 8byte....)",2014-04-01T16:37:55Z,58528,924,0,170
Two Years of Youtube.,2014-03-31T16:31:32Z,260702,6748,0,688
"How Much Money Does ""Element Animation"" Make?????",2014-03-30T23:40:18Z,110603,2274,0,291
"How Much Money Does ""Skydoesminecraft"" Make????",2014-03-30T01:52:06Z,47303,1142,0,329
Should College Athletes Be Paid?????,2014-03-29T00:18:35Z,53300,1392,0,271
"""Beast"" Channel Trailer",2014-03-28T21:01:57Z,45016,1341,0,204
What It Takes To Be A Full Time Youtuber...,2014-03-27T19:00:05Z,35967,1259,0,368
How Video Games Boosted My SAT Score. Lol,2014-03-26T23:59:45Z,40345,1181,0,208
How Much Money Do I Make?????,2014-03-16T01:24:25Z,113830,3825,0,602
Update,2014-03-13T00:19:29Z,42128,1316,0,315
Subscribers.,2014-03-08T03:52:13Z,74192,2439,0,1038
How Much Money Does KyR's Speedy's Crew Make?????,2014-03-02T18:14:47Z,75488,1545,0,298
How Many Youtubers Are Millionaries?????,2014-02-26T23:52:57Z,286183,5999,0,1344
"Flappy Bird - Builders Showdown, Which is Better?",2014-02-23T22:29:21Z,78889,2292,0,400
New COD Zombies In 2014?????,2014-02-23T21:40:04Z,55733,1613,0,315
Minecraft Mansion Timelapse,2014-02-22T23:51:15Z,562827,18630,0,2332
Top 5 NON-COPYRIGHTED Songs!!!!!,2014-02-17T20:30:02Z,84958,2612,0,499
Vanoss vs Speedy! Which is better?,2014-02-16T20:13:22Z,88167,2128,0,900
I Hate Pewdiepie!!!!!,2014-02-01T00:16:57Z,2792144,224600,0,15427
Does Spam Work?????,2014-01-20T23:41:17Z,266685,5170,0,676
100th VIDEO SPECIAL!,2014-01-20T01:17:01Z,267581,10360,0,1306
The Vortex SMP Episode 1! Just Derping Around and Explaining Things.,2014-01-18T02:49:24Z,78569,2547,0,357
Has Youtube Met Its Match?????,2014-01-12T01:25:53Z,56115,1488,0,247
How Much Money Does Pewdiepie Make????? (Updated 2015),2014-01-11T20:31:34Z,1067061,19930,0,1738
"Battle Pirates, my base.",2013-12-31T14:48:55Z,43566,1277,0,289
"Battle Pirates, Hellstrike Base attack.",2013-12-29T22:22:57Z,39152,1206,0,303
"Battle Pirates, Unstoppable Ship!",2013-12-29T21:05:08Z,33738,1466,0,638
Best Hellstrike Build???? (Battle Pirates),2013-12-29T17:10:57Z,33012,1119,0,383
"Marauder Builds, Battle Pirates In Depth Builds.",2013-12-29T16:20:05Z,33950,1477,0,579
"Battle pirates, How To Auto Lvl 40 Salvages.",2013-12-29T00:32:15Z,35187,1311,0,404
Hellstrikes vs 7 halos!,2013-12-27T00:27:31Z,46150,1220,0,321
"Battle Pirates, Hellstrike vs Epic Base!",2013-12-24T00:00:20Z,39311,1269,0,337
"Battle Pirates, Another Hellstrike Fail.",2013-12-18T23:47:57Z,38865,1309,0,333
Battle pirates Hellstrike fail!,2013-12-18T22:31:02Z,39627,1261,0,300
"Battle Pirates, lvl 66 vs Missile Cruiser x Fleet!",2013-12-17T18:56:41Z,42113,1261,0,275
"Battle Pirates, Hellstrike Too Overpowered????",2013-12-14T15:58:11Z,41114,1275,0,267
"Battle Pirates, All Sentinel Base.",2013-12-05T02:24:33Z,44022,1393,0,314
"Battle pirates, Lvl 58 Mercury Base Attack!",2013-12-05T01:06:00Z,64209,1603,0,316
"Battle Pirates, Stingray vs Mercury Epic Battle!",2013-12-05T00:00:24Z,42810,1539,0,378
OpTiC NaDeShOt Got Hack!!,2013-11-27T19:37:44Z,49695,1599,0,411
"Epic Ghost Multiplayer EasterEggs! (PrisonBreak, Sovereign, and Flooded)",2013-11-17T18:26:11Z,65921,2328,0,299
Why Google Does Not Care What We Think....,2013-11-17T01:40:48Z,264150,5130,0,662
My First Kem Strike!,2013-11-16T19:48:55Z,50313,2162,0,533
Google+ The Death Of Youtube?????,2013-11-13T22:09:21Z,88525,2477,0,382
How Much Money Does PewDiePie Make?????,2013-11-12T03:18:18Z,546721,11499,0,1212
Most Overpowered Guns In Ghost!,2013-11-11T20:11:15Z,69539,2610,0,327
Are Minecraft Faction Has A New Pet! (poopymiscquidlepants),2013-10-31T20:44:54Z,68911,2033,0,296
Battle Pirates!,2013-09-21T22:18:59Z,65282,2609,0,637
How To Duplicate Diamonds!!!!,2013-09-15T01:09:42Z,120767,4778,0,568
50k Video Views!!!! EpicSauce!,2013-09-08T22:20:48Z,183374,7052,0,710
If This Video Gets One Million Views.....,2013-09-07T02:28:05Z,10892539,1029904,0,68578
These Were The Good Days....,2013-09-05T02:14:46Z,97159,3136,0,393
Channel Update.,2013-08-16T20:34:58Z,98845,3180,0,396
Funny Noob Tubing Reaction Montage!,2013-08-16T03:04:45Z,74364,2512,0,456
"Minecraft, How To Grief Without Being Seen!",2013-08-14T21:39:31Z,120708,4412,0,610
Buried Round 50 Gameplay! Black ops 2 Zombies.,2013-08-12T22:49:16Z,77561,2892,0,414
Minecraft Let's Play Ep. # 2 - Having Fun and Derping!,2013-08-12T01:53:18Z,126902,5626,0,783
Worlds Biggest Ball Of TNT Minecraft!  Challenge Video!,2013-08-09T23:45:05Z,417956,14542,0,1469
"How To Get A Gaming Partnership, And What It Is.",2013-08-08T21:25:32Z,54922,2397,0,536
Camping Montage.... LOL,2013-08-05T21:12:41Z,62058,2458,0,459
Black Ops 2! Mini Update Video.,2013-08-05T02:55:37Z,53563,2669,0,690
Randomness,2013-08-02T22:16:42Z,54089,2755,0,798
203 Kill Game! Thanks For 300 Subscribers!,2013-08-01T19:36:50Z,102336,4416,0,956
Call of Duty Ghost Multiplier Reveal Trailer Release Date!,2013-07-30T20:51:42Z,64521,2678,0,511
Insane Black Ops 2 HACKER!!!!,2013-07-30T02:45:21Z,149106,4447,0,583
Top Subscribed To Channels? BO2 w/ commentary!,2013-07-28T20:50:09Z,69764,3107,0,664
Career Ender ....  LOL,2013-07-28T17:13:58Z,90990,2929,0,415
I Bought A New Microphone!  (quality test),2013-07-27T23:25:01Z,99402,3623,0,535
Top 10 Worst Guns in Call Of Duty History!,2013-07-25T21:36:56Z,138366,5637,0,618
Black ops 2 Patch news!,2013-07-24T20:35:32Z,81133,3400,0,686
Black ops 2 Invisible equipment and scorestreak glitch!,2013-07-21T18:26:36Z,101357,3792,0,536
I'm Back! Update Video....,2013-07-19T23:41:14Z,118263,4754,0,631
Minecraft Let's Play! Ep. 1. The Beginning!,2013-07-08T20:03:41Z,514905,19504,0,2332
Channel Trailer....,2013-07-06T18:17:45Z,170623,7054,0,752
Black ops 2 Shotgun gameplay w/ commentary....  Ps4 or Xbox?,2013-07-06T00:13:48Z,161423,4923,0,731
Black ops 2 Gameplay w/ commentary. Hipsters,2013-07-03T17:48:10Z,219923,8623,0,812
Project Zomboid Let's Play ep [04] lots of stuff,2013-06-18T15:51:26Z,78027,3865,0,825
Project Zomboid Let's Play ep. [03] Looting and storing.,2013-06-17T02:17:34Z,77745,3741,0,855
Project Zomboid let's play ep. [02] Just some chores.,2013-06-15T19:54:37Z,76926,3853,0,732
Project Zomboid Lets Play ep [01] Roughing it out!,2013-06-15T00:03:38Z,130829,5514,0,745
Gunpowder plus mod! (Grenade mod) Epic explosions for minecraft.,2013-04-21T18:04:39Z,125930,5287,0,705
Horse racing map for new update! (minecraft),2013-04-21T16:37:08Z,124534,5273,0,778
Amazing minecraft Cathedral!,2013-04-21T01:36:32Z,250680,9324,0,1080
Huge WW2 jeep! Minecraft creations.,2013-04-21T00:52:21Z,364190,12690,0,1571
Story time!,2013-04-18T01:54:48Z,343633,14259,0,1421
Epic Minecraft city! (w/ download link!),2013-04-11T01:00:01Z,217645,7692,0,917
Pokemon online battle #9 [rb] Hidden power ice ftw!,2013-04-07T00:03:02Z,106418,5232,0,703
Pokemon online battle #8 Stone edge,2013-04-05T01:21:12Z,98799,5858,0,1397
Online pokemon battle #7 [uu] 5-0,2013-04-04T01:43:46Z,136507,7071,0,844
Magic karp sweeps whole team of LEGENDARIES!!!,2013-04-01T23:26:03Z,114731,5352,0,820
Pokemon online battles #5 [uu] Heracross never seems to dissapoint me...,2013-03-31T20:49:28Z,108141,6034,0,1035
This is a detailed break down of my favorite UU team... ENJOY!,2013-03-29T23:14:45Z,117175,6010,0,920
Pokemon online battle #4 [uu] Same old team,2013-03-28T17:22:43Z,131388,0,0,936
Online pokemon battle #3 [uu] Ice punch,2013-03-27T19:57:08Z,114589,0,0,1256
Pokemon online battle #2 [uu] Herracross w/ Dat MOXIE BOOST,2013-03-26T16:58:32Z,169182,0,0,1155
Why I Haven't Been Uploading,2013-03-25T20:10:38Z,532793,0,0,1627
Most Epic Thing In Minecraft!?!?!?!?!?!!?????,2013-03-10T22:19:14Z,274398,12263,0,1643
Epic minecraft apartment complex!,2013-01-27T18:25:46Z,321586,14606,0,1938
Crazy Illulsions In Minecraft. (Bigre),2013-01-27T02:11:30Z,477502,18084,0,2290
Best Minecraft Castle Ever?,2013-01-27T01:52:40Z,238669,13333,0,1921
How to get unlimited diamonds! minecraft (x-ray),2013-01-26T19:34:43Z,362828,17110,0,1834
Drinks in minecraft (mod),2013-01-26T16:26:34Z,341015,0,0,1495
Emerald tool mod! (minecraft),2013-01-23T22:34:58Z,329111,17105,0,1801
This is a block? Since when lol.,2013-01-21T22:30:09Z,529270,22021,0,3643
Scary minecraft pig skin!,2013-01-13T16:53:17Z,626554,24394,0,2724
Most Epic minecraft skin EVER  (Psy),2013-01-13T01:59:21Z,685305,28279,0,2817
More birds IN MINECRAFT!!,2013-01-12T23:35:45Z,805537,33266,0,3171
Boxy item mod Minecraft.  EPIC,2013-01-12T22:34:11Z,952989,39377,0,3843
Harry Potter Mod In Minecraft! EPIC MUST SEE MOD!!!,2012-03-09T23:29:03Z,3333978,0,0,7406
Worst Minecraft Saw Trap Ever???,2012-02-20T22:42:32Z,15923493,783958,0,102145
